session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
606d1ba8b90db3328ae73623,604915b55a0801e6db049b15,AWAITING REVIEW,2021-04-07 02:40:45.787000,2021-04-07 03:16:32.627000,2146.84,21,99,1,100,,NOCODE,United States,United States,Other,DATA EXPIRED,United States,Male,Yes
606d1bce8310784c519a75e1,5e06ecd524f9390991997bb7,AWAITING REVIEW,2021-04-07 02:41:28.149000,2021-04-07 03:48:55.629000,4047.48,25,837,2,100,,4A526F60,United States,United States,Full-Time,English,United States,Female,No
606d1be1e9833ad10d4791f3,5fe282019f4b9ee83eb61fc3,RETURNED,2021-04-07 02:41:40.782000,,137278.440279,25,213,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1c192fd6eab1a0047cff,5f5ab8a355bc9f1c0e60eb83,AWAITING REVIEW,2021-04-07 02:42:35.733000,2021-04-07 03:33:21.967000,3046.234,19,315,4,98,,4A526F60,China,United States,DATA EXPIRED,DATA EXPIRED,United States,Prefer not to say,Yes
606d1c40491e3aefe8b77ee1,5d847ac9be4b0b00188463d7,RETURNED,2021-04-07 02:43:12.255000,,137186.983885,23,880,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1c7b8c27078e0f28c69f,5f99e87c962bbc0cf6dc92d2,RETURNED,2021-04-07 02:44:15.842000,,137123.397019,22,97,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1c913e3d0d2f48b8596d,5fc676bca0e5b62de0e2e4c0,AWAITING REVIEW,2021-04-07 02:44:36.250000,2021-04-07 03:25:38.906000,2462.656,24,263,1,100,,4A526F60,United States,United States,Other,DATA EXPIRED,United States,Female,No
606d1cc730ea2f57805dcbb5,605d7fc9cdf100b5d88d78fd,AWAITING REVIEW,2021-04-07 02:45:30.875000,2021-04-07 03:16:03.280000,1832.405,18,41,0,100,,4A526F60,United States,United States,Other,DATA EXPIRED,United States,Male,Yes
606d1ce801569371bd794a7c,5db3b031efa9f6000cf02400,RETURNED,2021-04-07 02:46:00.694000,,137018.574935,22,449,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1d2e41c25cb719516206,605ea4faab65cbea8a755ae3,AWAITING REVIEW,2021-04-07 02:48:14.988000,2021-04-07 03:38:49.168000,3034.18,25,47,0,100,,4A526F60,United States,United States,Full-Time,DATA EXPIRED,United States,Female,No
606d1d33d201a1012ff4cad5,5f1e192b8d05fc380e73cf4d,AWAITING REVIEW,2021-04-07 02:47:18.475000,2021-04-07 03:39:02.275000,3103.8,23,404,0,100,,NOCODE,United States,United States,Full-Time,English,United States,Male,No
606d1d72c8cee6d6ac4d53ff,601a3ff7ca20ac23d38eb8d6,AWAITING REVIEW,2021-04-07 02:48:22.356000,2021-04-07 04:14:23.530000,5161.174,22,78,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,No
606d1d8c3f72ea7ac0bae589,5c3e5b3f3885c10001e23746,RETURNED,2021-04-07 02:48:47.232000,,136852.092997,20,164,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1d8fb8f500cc58ba0250,5b25d4db0ec82d0001d1fdde,RETURNED,2021-04-07 02:48:52.623000,,136846.702118,25,254,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1d985aceb185fd152602,5afeea460437f000017e0c97,AWAITING REVIEW,2021-04-07 02:49:08.194000,2021-04-07 03:44:27.487000,3319.293,21,199,0,100,,4A526F60,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,Yes
606d1daee689f208da0892f8,5fd1b85d74a3511ba1e4307a,AWAITING REVIEW,2021-04-07 02:49:23.260000,2021-04-07 03:54:34.933000,3911.673,18,68,1,99,,4A526F60,United States,United States,Other,DATA EXPIRED,United States,Male,Yes
606d1dc15a446b8a6e9ab01c,602e8659c8f632a329c1d938,AWAITING REVIEW,2021-04-07 02:49:37.887000,2021-04-07 03:41:37.848000,3119.961,21,166,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,No
606d1dc7fcfc424a4c571a7f,5f481d20b6c2292b92677cf7,RETURNED,2021-04-07 02:49:43.511000,,136795.865935,24,435,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1dd20cdea269fa3abd99,5f28e9ce38438d277ef9f564,AWAITING REVIEW,2021-04-07 02:50:00.268000,2021-04-07 03:11:27.286000,1287.018,25,193,2,99,,4A526F60,United States,Australia,Full-Time,English,United States,Female,No
606d1dec913f5dac3ae0f56c,5fda8fb68676a773fb103a75,AWAITING REVIEW,2021-04-07 02:50:32.071000,2021-04-07 03:50:35.355000,3603.284,22,270,0,100,,4A526F60,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Male,No
606d1df6f2a649767f7e9029,6041d51ff984371e3b18172d,AWAITING REVIEW,2021-04-07 02:57:27.495000,2021-04-07 03:53:32.471000,3364.976,23,118,0,100,,NOCODE,United States,United States,Part-Time,DATA EXPIRED,United States,Female,No
606d1e0f9916b2795f949db6,5c11f8202b16ba0001c8b764,AWAITING REVIEW,2021-04-07 02:51:00.542000,2021-04-07 03:34:59.620000,2639.078,23,834,2,100,,4A526F60,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Yes
606d1e159543194d05d30aca,5fe53228a4d8243510cf2a0d,AWAITING REVIEW,2021-04-07 02:51:01.308000,2021-04-07 03:38:45.379000,2864.071,20,228,0,100,,4A526F60,United States,United States,Other,DATA EXPIRED,United States,Prefer not to say,Yes
606d1e15a3d4e3b1913783eb,5c4f8e27232d020001303d05,AWAITING REVIEW,2021-04-07 02:51:04.850000,2021-04-07 03:47:51.782000,3406.932,21,126,2,98,,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Female,No
606d1e23bb69c94836faa385,5fe33b2f46872ef2fb28db7b,RETURNED,2021-04-07 02:51:17.477000,,136701.991072,18,257,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1e2989bcafa855edef92,5e654091c8b7cc011cf84bd1,AWAITING REVIEW,2021-04-07 02:51:25.947000,2021-04-07 03:45:08.235000,3222.288,20,296,1,100,,4A526F60,United States,United States,Part-Time,English,United States,Female,Yes
606d1e3ed3825220606f2957,603e7f11e198adefb929b4b0,RETURNED,2021-04-07 02:51:46.820000,,136672.661349,24,134,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1e56b2991bb4e227b169,5fa5c1efbc1fcb155bf0e4dd,AWAITING REVIEW,2021-04-07 02:52:09.308000,2021-04-07 03:49:41.309000,3452.001,22,125,0,100,,NOCODE,United States,United States,Part-Time,DATA EXPIRED,United States,Female,No
606d1e6356bcb9104e200513,5f7f8c5995690d14b8e136bb,AWAITING REVIEW,2021-04-07 02:52:22.998000,2021-04-07 03:24:52.322000,1949.324,20,82,1,100,,NOCODE,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,No
606d1e6586bbaf840847245f,5fe995c5bb7b293f3520cbc3,AWAITING REVIEW,2021-04-07 02:53:24.307000,2021-04-07 03:47:10.665000,3226.358,23,201,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes
606d1e6b0648fa5ec4142722,5f4fe72e9468441227166179,RETURNED,2021-04-07 02:52:31.432000,,136628.088614,20,460,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1e783c54ebee9bbd2de9,59288c238bc6770001fc1d6e,AWAITING REVIEW,2021-04-07 02:58:05.928000,2021-04-07 03:52:17.059000,3251.131,22,1324,7,100,,4A526F60,United States,United States,Part-Time,English,United States,Male,No
606d1e7a5943992c98392f4a,603595f7c81d8e6ceaa65476,AWAITING REVIEW,2021-04-07 02:52:51.727000,2021-04-07 05:02:58.785000,7807.058,18,152,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,Yes
606d1e7a81a8787f720f8ef9,602c6e8922eb785511910125,AWAITING REVIEW,2021-04-07 02:55:25.084000,2021-04-07 03:19:43.472000,1458.388,22,155,0,100,,4A526F60,United States,United States,DATA EXPIRED,DATA EXPIRED,United States,Female,No
606d1e90ef19416509e51742,5e778325dd11e42f3a52dd95,AWAITING REVIEW,2021-04-07 02:54:12.332000,2021-04-07 03:59:35.088000,3922.756,21,183,1,100,,4A526F60,United States,United States,Part-Time,English,United States,Female,Yes
606d1e954387a02ffe7c35f2,5f6e4b5734ac6f36d33ec0c8,RETURNED,2021-04-07 03:03:14.365000,,135985.266944,21,298,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1eefdf340ce7a3733ee4,6035cf48ab65f735a5ebb489,RETURNED,2021-04-07 03:04:39.186000,,135900.446147,21,137,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d1ef8e1d81ff886e190a8,6060cc2bf9ba38d90b1a6f12,AWAITING REVIEW,2021-04-07 02:54:55.279000,2021-04-07 03:49:25.812000,3270.533,18,43,0,100,,NOCODE,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,Yes
606d1f3443e5b512c2b70840,5f07dba182caac000c48bc84,AWAITING REVIEW,2021-04-07 02:57:01.649000,2021-04-07 03:46:29.144000,2967.495,25,613,2,100,,4A526F60,United States,United States,Part-Time,English,United States,Male,No
606d1f52ae4d16e56abe0f37,601c439a4bb8ca71ae32e269,AWAITING REVIEW,2021-04-07 02:56:21.824000,2021-04-07 04:09:04.609000,4362.785,20,147,0,100,,NOCODE,United States,United States,Other,DATA EXPIRED,United States,Male,Yes
606d1fa9b6188d841706fe6c,5f7b805c2d955715666419ff,AWAITING REVIEW,2021-04-07 02:57:45.839000,2021-04-07 04:16:02.164000,4696.325,21,148,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes
606d1fc39ac9e7699762155e,5ef90b249bafa50a311593ae,AWAITING REVIEW,2021-04-07 02:58:11.154000,2021-04-07 04:04:58.382000,4007.228,21,617,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Male,Yes
606d1fd8491e3aefe8b77ee8,5e17f284d32f930eb7ccd417,AWAITING REVIEW,2021-04-07 02:58:36.810000,2021-04-07 04:15:45.333000,4628.523,24,108,0,100,,NOCODE,Mexico,United States,Unemployed (and job seeking),Spanish,United States,Female,No
606d2008dd8400f3121e59b2,56cb15ad64c068000b4d7ca5,AWAITING REVIEW,2021-04-07 03:04:43.967000,2021-04-07 04:02:24.194000,3460.227,25,625,1,100,,4A526F60,Sint Maarten (Dutch part),United States,Other,English,United States,Female,Yes
606d2010870d67708817581e,6029d04a6ab1b940529de48e,AWAITING REVIEW,2021-04-07 03:04:45.411000,2021-04-07 04:09:11.340000,3865.929,21,176,0,100,,4A526F60,United States,United States,DATA EXPIRED,DATA EXPIRED,United States,Male,Yes
606d2126be139ae0a2e3903e,605d5a6066ab82b353e53c15,RETURNED,2021-04-07 03:15:00.072000,,135279.694226,24,32,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d216d7f40793c7ecd8b9c,5deb3ffdf375c625fa83bac7,AWAITING REVIEW,2021-04-07 03:05:17.309000,2021-04-07 04:25:23.903000,4806.594,23,676,5,99,,4A526F60,DATA EXPIRED,United States,DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED
606d22afef19416509e51756,603daeb6f57521cab1457535,AWAITING REVIEW,2021-04-07 03:10:41.934000,2021-04-07 03:30:09.468000,1167.534,23,23,1,96,,NOCODE,United States,United States,Unemployed (and job seeking),,United States,Male,No
606d22cafb7aae8513865e1e,5e485d1d4edf63000d0b1620,RETURNED,2021-04-07 03:17:21.706000,,135138.104081,20,926,9,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d23c1306d536b089e6d86,602c4e244525b352fc0779ee,AWAITING REVIEW,2021-04-07 03:16:47.028000,2021-04-07 04:36:56.904000,4809.876,22,164,0,100,,NOCODE,United States,United States,Other,DATA EXPIRED,United States,Female,Yes
606d23d949437aa1364da9db,5c7f6e35ea9ae00014f48533,RETURNED,2021-04-07 03:15:39.688000,,135240.134456,21,184,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d24940fc6b05ca6b84644,6006a7b7f57a4801ea3a8323,AWAITING REVIEW,2021-04-07 03:18:53.054000,2021-04-07 04:31:54.045000,4380.991,23,121,1,99,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,No
606d253c72e49af6dd721573,5c4ea7c3889752000156ddc5,RETURNED,2021-04-07 03:21:34.560000,,134885.274996,24,1056,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d258f52d4e110d1208b14,606274b114e9a5be80e82869,AWAITING REVIEW,2021-04-07 03:24:03.036000,2021-04-07 04:17:12.634000,3189.598,18,39,0,100,,NOCODE,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes
606d263cef3479eae2901362,5f78ce64cb5f144a98a4fa38,AWAITING REVIEW,2021-04-07 03:25:48.551000,2021-04-07 04:29:57.743000,3849.192,23,456,4,99,,4A526F60,Mexico,United States,Other,DATA EXPIRED,United States,Female,Yes
606d2ac9a9aa8baf0ecc8687,5f9e4fcd32203d402fdfeb9c,RETURNED,2021-04-07 03:45:13.245000,,133466.627335,21,269,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2aeaf8bf0aa32f29ee12,602d6f855e466a7b280d8e7d,RETURNED,2021-04-07 03:46:03.942000,,133415.930418,22,165,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2b23d1e4bea944927dbc,5f48c980d8963d38bc9e91b1,RETURNED,2021-04-07 03:46:43.563000,,133376.309459,20,327,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2b8a30d8d1a64bf82fc0,5e33735fc0b28934fbfbbef0,AWAITING REVIEW,2021-04-07 03:48:26.408000,2021-04-07 04:23:45.767000,2119.359,20,308,2,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
606d2bfc21fb44d28a63cca3,6004958f47a3a761bdbbb72a,RETURNED,2021-04-07 03:50:22.393000,,133157.49452,23,244,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2c690c844ed53a3cfd9c,5f0d6c9bb43cfb0182a9d464,RETURNED,2021-04-07 03:52:09.114000,,133050.773607,19,521,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2c9f3de2850db5e06f00,5cfb5233df7d70001619ca90,RETURNED,2021-04-07 03:53:16.713000,,132983.174649,25,687,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2da7c83d288757b15684,60243e541856500f2f14e634,RETURNED,2021-04-07 03:57:30.524000,,132729.363686,23,98,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2e5f988db79c43725ca4,5d847d36edd4ae000190058e,RETURNED,2021-04-07 04:00:36.603000,,132543.284722,20,12,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2e8afac62b4ac719dc2c,605c4e16d1854981a801c6e0,RETURNED,2021-04-07 04:02:53.563000,,132406.324757,19,55,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d2f9b326195c1dc8fe5df,58ae59babb9e0f0001acb414,TIMED-OUT,2021-04-07 04:05:47.430000,,132232.457793,18,830,2,100,,,United States,United States,Unemployed (and job seeking),Vietnamese,United States,Male,Yes
606d2fa9533192ef600cb135,5e11dc944fa02a86c7ac97fc,RETURNED,2021-04-07 04:06:01.478000,,132218.436769,21,901,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d3358a1d1ca7b47dbd45c,5dcb1023a67bd47e796516b5,RETURNED,2021-04-07 04:22:03.685000,,131256.229918,25,749,5,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d33faf2662ac5954e2e53,5d4b1c73cfe6e90017ad8990,AWAITING REVIEW,2021-04-07 04:24:26.629000,2021-04-07 05:20:52.664000,3386.035,25,1042,3,100,,4A526F60,Nigeria,United States,Full-Time,French,United States,Male,Yes
606d3418a2e972d755fe4305,5ac8f79068b65b00018d7ef9,AWAITING REVIEW,2021-04-07 04:25:05.379000,2021-04-07 05:37:45.105000,4359.726,21,756,3,100,,4A526F60,Turkey,United States,Unemployed (and job seeking),English,United States,Male,Yes
606d356e789307a58e4e9153,5f7de11ec6fb70029cf59ea8,AWAITING REVIEW,2021-04-07 04:30:38.618000,2021-04-07 05:58:26.623000,5268.005,23,405,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,No
606d3b4721239b1fbe1c46ad,5fa50a2e1148ce1c9cb5ee12,AWAITING REVIEW,2021-04-07 04:55:36.943000,2021-04-07 05:29:40.238000,2043.295,25,211,2,100,,4A526F60,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,Yes
606d400a2022d4eba0d9fccc,5c7ed3c5cc6a9c000153d29b,RETURNED,2021-04-07 05:16:03.067000,,128016.918221,20,597,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d40caae9dc2d9dfb004ce,6046c01189a49f1174474845,TIMED-OUT,2021-04-07 05:19:08.457000,,127831.52836,25,90,0,100,,,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,No
606d518dafde8d0be5ae6a76,5fdff4e1069e3b880b9c3b0e,RETURNED,2021-04-07 06:30:46.762000,,123533.238782,24,126,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
606d5ef47a102fc7b30fee2c,60527ae05788803e1bdc8f2d,AWAITING REVIEW,2021-04-07 07:28:08.750000,2021-04-07 08:16:40.094000,2911.344,20,11,1,87,,4A526F60,United States,,Unemployed (and job seeking),,United States,Female,Yes
606d62ed351da7deeba81ab2,5f4fc8c618bf9a0daf3f211d,AWAITING REVIEW,2021-04-07 07:50:53.144000,2021-04-07 08:34:58.527000,2645.383,25,108,0,100,,4A526F60,,,,,United States,Male,
