subid,gender,condition,error,trial
28,2,0,4,32
28,2,0,4,33
28,2,0,1,34
28,2,0,6,35
28,2,0,1,36
28,2,0,0,37
28,2,0,2,38
28,2,0,4,39
28,2,0,2,40
28,2,0,2,41
28,2,0,1,42
29,2,0,5,1
29,2,0,7,2
29,2,0,4,3
29,2,0,5,4
29,2,0,6,5
29,2,0,3,6
29,2,0,2,7
29,2,0,0,8
29,2,0,3,9
29,2,0,3,10
29,2,0,4,11
29,2,0,3,12
29,2,0,4,13
29,2,0,3,14
29,2,0,1,15
29,2,0,1,16
29,2,0,5,17
29,2,0,2,18
29,2,0,1,19
29,2,0,2,20
29,2,0,1,21
29,2,0,1,22
29,2,0,1,23
29,2,0,4,24
29,2,0,4,25
29,2,0,3,26
29,2,0,0,27
29,2,0,2,28
29,2,0,1,29
29,2,0,6,30
29,2,0,1,31
29,2,0,2,32
29,2,0,1,33
29,2,0,3,34
29,2,0,4,35
29,2,0,4,36
29,2,0,0,37
29,2,0,0,38
29,2,0,3,39
29,2,0,3,40
29,2,0,5,41
29,2,0,1,42
30,2,0,2,1
30,2,0,1,2
30,2,0,5,3
30,2,0,5,4
30,2,0,1,5
30,2,0,1,6
30,2,0,0,7
30,2,0,4,8
30,2,0,2,9
30,2,0,6,10
30,2,0,4,11
30,2,0,4,12
30,2,0,2,13
30,2,0,0,14
30,2,0,3,15
30,2,0,4,16
30,2,0,7,17
30,2,0,4,18
30,2,0,5,19
30,2,0,0,20
30,2,0,0,21
30,2,0,2,22
30,2,0,5,23
30,2,0,1,24
30,2,0,3,25
30,2,0,0,26
30,2,0,2,27
30,2,0,4,28
30,2,0,0,29
30,2,0,1,30
30,2,0,0,31
30,2,0,1,32
30,2,0,7,33
30,2,0,3,34
30,2,0,9,35
30,2,0,3,36
30,2,0,3,37
30,2,0,6,38
30,2,0,4,39
30,2,0,0,40
30,2,0,6,41
30,2,0,0,42
31,2,0,0,1
31,2,0,3,2
31,2,0,4,3
31,2,0,9,4
31,2,0,7,5
31,2,0,2,6
31,2,0,0,7
31,2,0,1,8
31,2,0,1,9
31,2,0,2,10
31,2,0,1,11
31,2,0,0,12
31,2,0,3,13
31,2,0,2,14
31,2,0,0,15
31,2,0,1,16
31,2,0,1,17
31,2,0,7,18
31,2,0,2,19
31,2,0,1,20
31,2,0,2,21
31,2,0,2,22
31,2,0,2,23
31,2,0,0,24
31,2,0,0,25
31,2,0,6,26
31,2,0,3,27
31,2,0,2,28
31,2,0,3,29
31,2,0,2,30
31,2,0,1,31
31,2,0,1,32
31,2,0,6,33
31,2,0,1,34
31,2,0,6,35
31,2,0,5,36
31,2,0,0,37
31,2,0,3,38
31,2,0,0,39
31,2,0,1,40
31,2,0,2,41
31,2,0,2,42
32,2,0,3,1
32,2,0,7,2
32,2,0,1,3
32,2,0,5,4
32,2,0,7,5
32,2,0,8,6
32,2,0,3,7
32,2,0,0,8
32,2,0,1,9
32,2,0,1,10
32,2,0,3,11
32,2,0,7,12
32,2,0,0,13
32,2,0,2,14
32,2,0,2,15
32,2,0,3,16
32,2,0,2,17
32,2,0,5,18
32,2,0,3,19
32,2,0,5,20
32,2,0,0,21
32,2,0,7,22
32,2,0,0,23
32,2,0,0,24
32,2,0,2,25
32,2,0,2,26
32,2,0,4,27
32,2,0,4,28
32,2,0,1,29
32,2,0,1,30
32,2,0,1,31
32,2,0,3,32
32,2,0,0,33
32,2,0,3,34
32,2,0,1,35
32,2,0,2,36
32,2,0,1,37
32,2,0,6,38
32,2,0,2,39
32,2,0,1,40
32,2,0,2,41
32,2,0,6,42
33,1,0,5,1
33,1,0,3,2
33,1,0,5,3
33,1,0,8,4
33,1,0,1,5
33,1,0,3,6
33,1,0,3,7
33,1,0,7,8
33,1,0,0,9
33,1,0,2,10
33,1,0,2,11
33,1,0,1,12
33,1,0,2,13
33,1,0,3,14
33,1,0,4,15
33,1,0,1,16
33,1,0,0,17
33,1,0,6,18
33,1,0,4,19
33,1,0,1,20
33,1,0,0,21
33,1,0,3,22
33,1,0,7,23
33,1,0,6,24
33,1,0,4,25
33,1,0,2,26
33,1,0,8,27
33,1,0,2,28
33,1,0,2,29
33,1,0,0,30
33,1,0,4,31
33,1,0,3,32
33,1,0,3,33
33,1,0,2,34
33,1,0,0,35
33,1,0,2,36
33,1,0,7,37
33,1,0,2,38
33,1,0,4,39
33,1,0,1,40
33,1,0,3,41
33,1,0,0,42
34,1,0,1,1
34,1,0,4,2
34,1,0,3,3
34,1,0,5,4
34,1,0,3,5
34,1,0,2,6
34,1,0,1,7
34,1,0,1,8
34,1,0,4,9
34,1,0,4,10
34,1,0,6,11
34,1,0,7,12
34,1,0,2,13
34,1,0,5,14
34,1,0,5,15
34,1,0,3,16
34,1,0,4,17
34,1,0,3,18
34,1,0,1,19
34,1,0,3,20
34,1,0,1,21
34,1,0,2,22
34,1,0,2,23
34,1,0,0,24
34,1,0,0,25
34,1,0,1,26
34,1,0,1,27
34,1,0,1,28
34,1,0,0,29
34,1,0,0,30
34,1,0,1,31
34,1,0,1,32
34,1,0,0,33
34,1,0,2,34
34,1,0,0,35
34,1,0,2,36
34,1,0,4,37
34,1,0,0,38
34,1,0,4,39
34,1,0,1,40
34,1,0,2,41
34,1,0,2,42
35,2,0,2,1
35,2,0,2,2
35,2,0,2,3
35,2,0,2,4
35,2,0,3,5
35,2,0,4,6
35,2,0,2,7
35,2,0,3,8
35,2,0,4,9
35,2,0,3,10
35,2,0,1,11
35,2,0,1,12
35,2,0,3,13
35,2,0,3,14
35,2,0,1,15
35,2,0,2,16
35,2,0,5,17
35,2,0,3,18
35,2,0,4,19
35,2,0,5,20
35,2,0,1,21
35,2,0,1,22
35,2,0,6,23
35,2,0,4,24
35,2,0,1,25
35,2,0,2,26
35,2,0,4,27
35,2,0,0,28
35,2,0,6,29
35,2,0,2,30
35,2,0,4,31
35,2,0,0,32
35,2,0,1,33
35,2,0,1,34
35,2,0,3,35
35,2,0,2,36
35,2,0,4,37
35,2,0,1,38
35,2,0,1,39
35,2,0,1,40
35,2,0,0,41
35,2,0,1,42
36,3,0,3,1
36,3,0,2,2
36,3,0,4,3
36,3,0,9,4
36,3,0,3,5
36,3,0,4,6
36,3,0,1,7
36,3,0,3,8
36,3,0,4,9
36,3,0,1,10
36,3,0,2,11
36,3,0,1,12
36,3,0,4,13
36,3,0,0,14
36,3,0,2,15
36,3,0,3,16
36,3,0,0,17
36,3,0,6,18
36,3,0,1,19
36,3,0,0,20
36,3,0,3,21
36,3,0,2,22
36,3,0,1,23
36,3,0,5,24
36,3,0,1,25
36,3,0,1,26
36,3,0,0,27
36,3,0,1,28
36,3,0,1,29
36,3,0,3,30
36,3,0,3,31
36,3,0,3,32
36,3,0,8,33
36,3,0,1,34
36,3,0,5,35
36,3,0,0,36
36,3,0,2,37
36,3,0,3,38
36,3,0,0,39
36,3,0,0,40
36,3,0,2,41
36,3,0,0,42
37,1,0,3,1
37,1,0,4,2
37,1,0,3,3
37,1,0,4,4
37,1,0,4,5
37,1,0,2,6
37,1,0,4,7
37,1,0,2,8
37,1,0,4,9
37,1,0,2,10
37,1,0,1,11
37,1,0,2,12
37,1,0,2,13
37,1,0,1,14
37,1,0,4,15
37,1,0,4,16
37,1,0,4,17
37,1,0,0,18
37,1,0,8,19
37,1,0,2,20
37,1,0,0,21
37,1,0,1,22
37,1,0,3,23
37,1,0,3,24
37,1,0,6,25
37,1,0,5,26
37,1,0,2,27
37,1,0,3,28
37,1,0,2,29
37,1,0,9,30
37,1,0,1,31
37,1,0,4,32
37,1,0,5,33
37,1,0,1,34
37,1,0,7,35
37,1,0,0,36
37,1,0,2,37
37,1,0,2,38
37,1,0,2,39
37,1,0,2,40
37,1,0,2,41
37,1,0,7,42
38,2,0,1,1
38,2,0,2,2
38,2,0,3,3
38,2,0,1,4
38,2,0,1,5
38,2,0,1,6
38,2,0,2,7
38,2,0,1,8
38,2,0,5,9
38,2,0,4,10
38,2,0,0,11
38,2,0,2,12
38,2,0,3,13
38,2,0,2,14
38,2,0,1,15
38,2,0,1,16
38,2,0,1,17
38,2,0,4,18
38,2,0,2,19
38,2,0,0,20
38,2,0,2,21
38,2,0,0,22
38,2,0,2,23
38,2,0,2,24
38,2,0,2,25
38,2,0,2,26
38,2,0,5,27
38,2,0,1,28
38,2,0,0,29
38,2,0,1,30
38,2,0,2,31
38,2,0,2,32
38,2,0,0,33
38,2,0,3,34
38,2,0,1,35
38,2,0,0,36
38,2,0,1,37
38,2,0,0,38
38,2,0,2,39
38,2,0,5,40
38,2,0,3,41
38,2,0,0,42
39,2,0,1,1
39,2,0,0,2
39,2,0,0,3
39,2,0,5,4
39,2,0,1,5
39,2,0,2,6
39,2,0,1,7
39,2,0,2,8
39,2,0,2,9
39,2,0,3,10
39,2,0,2,11
39,2,0,7,12
39,2,0,0,13
39,2,0,0,14
39,2,0,3,15
39,2,0,1,16
39,2,0,0,17
39,2,0,1,18
39,2,0,0,19
39,2,0,1,20
39,2,0,2,21
39,2,0,2,22
39,2,0,3,23
39,2,0,0,24
39,2,0,4,25
39,2,0,1,26
39,2,0,0,27
39,2,0,1,28
39,2,0,2,29
39,2,0,0,30
39,2,0,2,31
39,2,0,4,32
39,2,0,1,33
39,2,0,3,34
39,2,0,3,35
39,2,0,1,36
39,2,0,6,37
39,2,0,2,38
39,2,0,0,39
39,2,0,4,40
39,2,0,0,41
39,2,0,0,42
40,2,0,6,1
40,2,0,0,2
40,2,0,2,3
40,2,0,0,4
40,2,0,2,5
40,2,0,4,6
40,2,0,2,7
40,2,0,1,8
40,2,0,9,9
40,2,0,1,10
40,2,0,1,11
40,2,0,5,12
40,2,0,3,13
40,2,0,3,14
40,2,0,4,15
40,2,0,0,16
40,2,0,7,17
40,2,0,1,18
40,2,0,0,19
40,2,0,1,20
40,2,0,1,21
40,2,0,1,22
40,2,0,2,23
40,2,0,2,24
40,2,0,4,25
40,2,0,2,26
40,2,0,4,27
40,2,0,6,28
40,2,0,4,29
40,2,0,1,30
40,2,0,1,31
40,2,0,2,32
40,2,0,0,33
40,2,0,0,34
40,2,0,9,35
40,2,0,5,36
40,2,0,2,37
40,2,0,8,38
40,2,0,5,39
40,2,0,6,40
40,2,0,2,41
40,2,0,1,42
41,2,0,8,1
41,2,0,3,2
41,2,0,1,3
41,2,0,1,4
41,2,0,1,5
41,2,0,2,6
41,2,0,1,7
41,2,0,1,8
41,2,0,2,9
41,2,0,6,10
41,2,0,0,11
41,2,0,5,12
41,2,0,2,13
41,2,0,4,14
41,2,0,0,15
41,2,0,4,16
41,2,0,0,17
41,2,0,2,18
41,2,0,2,19
41,2,0,1,20
41,2,0,5,21
41,2,0,0,22
41,2,0,2,23
41,2,0,1,24
41,2,0,0,25
41,2,0,0,26
41,2,0,3,27
41,2,0,2,28
41,2,0,0,29
41,2,0,3,30
41,2,0,1,31
41,2,0,2,32
41,2,0,1,33
41,2,0,3,34
41,2,0,1,35
41,2,0,4,36
41,2,0,2,37
41,2,0,5,38
41,2,0,3,39
41,2,0,1,40
41,2,0,3,41
41,2,0,5,42
42,1,0,2,1
42,1,0,1,2
42,1,0,5,3
42,1,0,0,4
42,1,0,2,5
42,1,0,1,6
42,1,0,3,7
42,1,0,3,8
42,1,0,3,9
42,1,0,3,10
42,1,0,0,11
42,1,0,2,12
42,1,0,3,13
42,1,0,2,14
42,1,0,5,15
42,1,0,6,16
42,1,0,0,17
42,1,0,5,18
42,1,0,1,19
42,1,0,2,20
42,1,0,1,21
42,1,0,5,22
42,1,0,2,23
42,1,0,1,24
42,1,0,0,25
42,1,0,1,26
42,1,0,1,27
42,1,0,5,28
42,1,0,6,29
42,1,0,0,30
42,1,0,2,31
42,1,0,3,32
42,1,0,2,33
42,1,0,2,34
42,1,0,1,35
42,1,0,1,36
42,1,0,1,37
42,1,0,1,38
42,1,0,0,39
42,1,0,1,40
42,1,0,1,41
42,1,0,4,42
43,1,0,5,1
43,1,0,2,2
43,1,0,1,3
43,1,0,3,4
43,1,0,2,5
43,1,0,8,6
43,1,0,3,7
43,1,0,5,8
43,1,0,3,9
43,1,0,3,10
43,1,0,0,11
43,1,0,1,12
43,1,0,3,13
43,1,0,6,14
43,1,0,1,15
43,1,0,3,16
43,1,0,1,17
43,1,0,2,18
43,1,0,7,19
43,1,0,3,20
43,1,0,0,21
43,1,0,4,22
43,1,0,5,23
43,1,0,2,24
43,1,0,3,25
43,1,0,4,26
43,1,0,6,27
43,1,0,1,28
43,1,0,3,29
43,1,0,3,30
43,1,0,3,31
43,1,0,2,32
43,1,0,6,33
43,1,0,1,34
43,1,0,2,35
43,1,0,3,36
43,1,0,4,37
43,1,0,2,38
43,1,0,1,39
43,1,0,7,40
43,1,0,8,41
43,1,0,1,42
44,2,0,7,1
44,2,0,1,2
44,2,0,1,3
44,2,0,1,4
44,2,0,1,5
44,2,0,3,6
44,2,0,1,7
44,2,0,1,8
44,2,0,1,9
44,2,0,1,10
44,2,0,2,11
44,2,0,2,12
44,2,0,2,13
44,2,0,2,14
44,2,0,1,15
44,2,0,1,16
44,2,0,2,17
44,2,0,4,18
44,2,0,2,19
44,2,0,0,20
44,2,0,0,21
44,2,0,1,22
44,2,0,0,23
44,2,0,1,24
44,2,0,2,25
44,2,0,1,26
44,2,0,1,27
44,2,0,1,28
44,2,0,2,29
44,2,0,3,30
44,2,0,0,31
44,2,0,1,32
44,2,0,0,33
44,2,0,0,34
44,2,0,0,35
44,2,0,1,36
44,2,0,2,37
44,2,0,2,38
44,2,0,2,39
44,2,0,1,40
44,2,0,1,41
44,2,0,1,42
45,1,0,1,1
45,1,0,5,2
45,1,0,1,3
45,1,0,7,4
45,1,0,8,5
45,1,0,1,6
45,1,0,8,7
45,1,0,2,8
45,1,0,2,9
45,1,0,4,10
45,1,0,1,11
45,1,0,2,12
45,1,0,5,13
45,1,0,3,14
45,1,0,3,15
45,1,0,0,16
45,1,0,1,17
45,1,0,3,18
45,1,0,3,19
45,1,0,5,20
45,1,0,6,21
45,1,0,1,22
45,1,0,0,23
45,1,0,0,24
45,1,0,0,25
45,1,0,2,26
45,1,0,0,27
45,1,0,1,28
45,1,0,1,29
45,1,0,1,30
45,1,0,7,31
45,1,0,4,32
45,1,0,5,33
45,1,0,2,34
45,1,0,1,35
45,1,0,3,36
45,1,0,2,37
45,1,0,2,38
45,1,0,2,39
45,1,0,2,40
45,1,0,4,41
45,1,0,0,42
46,2,0,7,1
46,2,0,1,2
46,2,0,0,3
46,2,0,1,4
46,2,0,2,5
46,2,0,1,6
46,2,0,1,7
46,2,0,2,8
46,2,0,3,9
46,2,0,1,10
46,2,0,1,11
46,2,0,5,12
46,2,0,4,13
46,2,0,6,14
46,2,0,4,15
46,2,0,1,16
46,2,0,2,17
46,2,0,1,18
46,2,0,2,19
46,2,0,4,20
46,2,0,2,21
46,2,0,3,22
46,2,0,4,23
46,2,0,1,24
46,2,0,2,25
46,2,0,1,26
46,2,0,2,27
46,2,0,2,28
46,2,0,2,29
46,2,0,4,30
46,2,0,1,31
46,2,0,1,32
46,2,0,2,33
46,2,0,5,34
46,2,0,3,35
46,2,0,0,36
46,2,0,4,37
46,2,0,6,38
46,2,0,2,39
46,2,0,4,40
46,2,0,4,41
46,2,0,4,42
47,2,0,3,1
47,2,0,1,2
47,2,0,2,3
47,2,0,2,4
47,2,0,5,5
47,2,0,1,6
47,2,0,1,7
47,2,0,5,8
47,2,0,3,9
47,2,0,1,10
47,2,0,2,11
47,2,0,1,12
47,2,0,3,13
47,2,0,2,14
47,2,0,2,15
47,2,0,3,16
47,2,0,3,17
47,2,0,0,18
47,2,0,8,19
47,2,0,1,20
47,2,0,0,21
47,2,0,1,22
47,2,0,3,23
47,2,0,2,24
47,2,0,1,25
47,2,0,1,26
47,2,0,2,27
47,2,0,1,28
47,2,0,2,29
47,2,0,1,30
47,2,0,1,31
47,2,0,6,32
47,2,0,1,33
47,2,0,2,34
47,2,0,0,35
47,2,0,2,36
47,2,0,4,37
47,2,0,6,38
47,2,0,3,39
47,2,0,2,40
47,2,0,3,41
47,2,0,7,42
48,2,0,2,1
48,2,0,4,2
48,2,0,3,3
48,2,0,0,4
48,2,0,4,5
48,2,0,1,6
48,2,0,2,7
48,2,0,1,8
48,2,0,2,9
48,2,0,7,10
48,2,0,0,11
48,2,0,0,12
48,2,0,1,13
48,2,0,0,14
48,2,0,0,15
48,2,0,1,16
48,2,0,1,17
48,2,0,3,18
48,2,0,5,19
48,2,0,3,20
48,2,0,3,21
48,2,0,0,22
48,2,0,0,23
48,2,0,2,24
48,2,0,4,25
48,2,0,1,26
48,2,0,0,27
48,2,0,2,28
48,2,0,1,29
48,2,0,4,30
48,2,0,0,31
48,2,0,1,32
48,2,0,0,33
48,2,0,4,34
48,2,0,4,35
48,2,0,1,36
48,2,0,0,37
48,2,0,1,38
48,2,0,0,39
48,2,0,2,40
48,2,0,0,41
48,2,0,4,42
49,2,0,3,1
49,2,0,1,2
49,2,0,3,3
49,2,0,2,4
49,2,0,2,5
49,2,0,2,6
49,2,0,0,7
49,2,0,0,8
49,2,0,1,9
49,2,0,0,10
49,2,0,3,11
49,2,0,0,12
49,2,0,3,13
49,2,0,4,14
49,2,0,3,15
49,2,0,1,16
49,2,0,2,17
49,2,0,2,18
49,2,0,1,19
49,2,0,6,20
49,2,0,2,21
49,2,0,2,22
49,2,0,0,23
49,2,0,2,24
49,2,0,1,25
49,2,0,2,26
49,2,0,0,27
49,2,0,4,28
49,2,0,2,29
49,2,0,1,30
49,2,0,2,31
49,2,0,3,32
49,2,0,4,33
49,2,0,2,34
49,2,0,4,35
49,2,0,2,36
49,2,0,1,37
49,2,0,4,38
49,2,0,2,39
49,2,0,3,40
49,2,0,5,41
49,2,0,6,42
50,2,0,10,1
50,2,0,2,2
50,2,0,1,3
50,2,0,2,4
50,2,0,1,5
50,2,0,1,6
50,2,0,2,7
50,2,0,2,8
50,2,0,2,9
50,2,0,3,10
50,2,0,5,11
50,2,0,3,12
50,2,0,1,13
50,2,0,0,14
50,2,0,1,15
50,2,0,1,16
50,2,0,1,17
50,2,0,1,18
50,2,0,1,19
50,2,0,3,20
50,2,0,2,21
50,2,0,4,22
50,2,0,4,23
50,2,0,3,24
50,2,0,3,25
50,2,0,0,26
50,2,0,1,27
50,2,0,3,28
50,2,0,4,29
50,2,0,2,30
50,2,0,1,31
50,2,0,1,32
50,2,0,1,33
50,2,0,3,34
50,2,0,4,35
50,2,0,0,36
50,2,0,1,37
50,2,0,0,38
50,2,0,5,39
50,2,0,2,40
50,2,0,1,41
50,2,0,1,42
51,2,0,2,1
51,2,0,3,2
51,2,0,3,3
51,2,0,3,4
51,2,0,6,5
51,2,0,2,6
51,2,0,3,7
51,2,0,1,8
51,2,0,0,9
51,2,0,0,10
51,2,0,4,11
51,2,0,0,12
51,2,0,2,13
51,2,0,1,14
51,2,0,3,15
51,2,0,0,16
51,2,0,4,17
51,2,0,5,18
51,2,0,1,19
51,2,0,1,20
51,2,0,1,21
51,2,0,5,22
51,2,0,4,23
51,2,0,0,24
51,2,0,1,25
51,2,0,1,26
51,2,0,1,27
51,2,0,3,28
51,2,0,4,29
51,2,0,1,30
51,2,0,1,31
51,2,0,1,32
51,2,0,8,33
51,2,0,2,34
51,2,0,1,35
51,2,0,2,36
51,2,0,3,37
51,2,0,4,38
51,2,0,1,39
51,2,0,2,40
51,2,0,3,41
51,2,0,2,42
52,2,0,2,1
52,2,0,2,2
52,2,0,3,3
52,2,0,2,4
52,2,0,2,5
52,2,0,1,6
52,2,0,5,7
52,2,0,1,8
52,2,0,4,9
52,2,0,2,10
52,2,0,1,11
52,2,0,4,12
52,2,0,1,13
52,2,0,2,14
52,2,0,2,15
52,2,0,5,16
52,2,0,2,17
52,2,0,3,18
52,2,0,1,19
52,2,0,1,20
52,2,0,3,21
52,2,0,1,22
52,2,0,2,23
52,2,0,3,24
52,2,0,2,25
52,2,0,0,26
52,2,0,3,27
52,2,0,2,28
52,2,0,1,29
52,2,0,4,30
52,2,0,0,31
52,2,0,1,32
52,2,0,2,33
52,2,0,0,34
52,2,0,2,35
52,2,0,0,36
52,2,0,7,37
52,2,0,4,38
52,2,0,2,39
52,2,0,3,40
52,2,0,4,41
52,2,0,1,42
53,2,0,3,1
53,2,0,7,2
53,2,0,3,3
53,2,0,0,4
53,2,0,5,5
53,2,0,0,6
53,2,0,2,7
53,2,0,4,8
53,2,0,1,9
53,2,0,0,10
53,2,0,0,11
53,2,0,0,12
53,2,0,0,13
53,2,0,6,14
53,2,0,5,15
53,2,0,2,16
53,2,0,1,17
53,2,0,0,18
53,2,0,0,19
53,2,0,0,20
53,2,0,3,21
53,2,0,2,22
53,2,0,3,23
53,2,0,4,24
53,2,0,8,25
53,2,0,2,26
53,2,0,0,27
53,2,0,1,28
53,2,0,2,29
53,2,0,6,30
53,2,0,2,31
53,2,0,0,32
53,2,0,2,33
53,2,0,0,34
53,2,0,3,35
53,2,0,0,36
53,2,0,2,37
53,2,0,2,38
53,2,0,2,39
53,2,0,1,40
53,2,0,1,41
53,2,0,0,42
54,2,0,4,1
54,2,0,1,2
54,2,0,2,3
54,2,0,2,4
54,2,0,3,5
54,2,0,1,6
54,2,0,1,7
54,2,0,1,8
54,2,0,1,9
54,2,0,1,10
54,2,0,1,11
54,2,0,8,12
54,2,0,2,13
54,2,0,4,14
54,2,0,4,15
54,2,0,0,16
54,2,0,2,17
54,2,0,1,18
54,2,0,5,19
54,2,0,3,20
54,2,0,0,21
54,2,0,3,22
54,2,0,2,23
54,2,0,0,24
54,2,0,1,25
54,2,0,3,26
54,2,0,3,27
54,2,0,0,28
54,2,0,0,29
54,2,0,5,30
54,2,0,2,31
54,2,0,3,32
54,2,0,0,33
54,2,0,0,34
54,2,0,2,35
54,2,0,5,36
54,2,0,1,37
54,2,0,1,38
54,2,0,3,39
54,2,0,3,40
54,2,0,1,41
54,2,0,3,42
55,2,0,6,1
55,2,0,1,2
55,2,0,3,3
55,2,0,3,4
55,2,0,5,5
55,2,0,3,6
55,2,0,0,7
55,2,0,3,8
55,2,0,2,9
55,2,0,4,10
55,2,0,2,11
55,2,0,4,12
55,2,0,3,13
55,2,0,3,14
55,2,0,3,15
55,2,0,0,16
55,2,0,4,17
55,2,0,3,18
55,2,0,3,19
55,2,0,2,20
55,2,0,1,21
55,2,0,3,22
55,2,0,5,23
55,2,0,3,24
55,2,0,5,25
55,2,0,2,26
55,2,0,0,27
55,2,0,1,28
55,2,0,5,29
55,2,0,5,30
55,2,0,1,31
55,2,0,2,32
55,2,0,1,33
55,2,0,0,34
55,2,0,2,35
